tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2015-1063,Shenzhen,Hard,32,I,,20150105,1,201594,1,,Simona Halep,R,168,ROU,23.275,3,6292,202470,,,Annika Beck,R,170,GER,20.885,55,915,4-6 6-4 6-3,3,R32,115,4,10,84,58,37,14,,2,6,0,2,93,73,45,6,,10,15
2015-1063,Shenzhen,Hard,32,I,,20150105,2,201498,,,Karin Knapp,R,180,ITA,27.524,53,985,201426,,,Pauline Parmentier,R,175,FRA,28.929,79,681,6-3 6-3,3,R32,75,4,1,58,38,23,13,,5,7,1,2,57,35,20,7,,3,8
2015-1063,Shenzhen,Hard,32,I,,20150105,3,201666,,Q,Cagla Buyukakcay,R,172,TUR,25.271,136,401,202418,,,Lara Arruabarrena,R,166,ESP,22.796,85,633,6-4 6-3,3,R32,93,0,1,83,61,36,10,,8,11,1,4,53,28,17,9,,2,7
2015-1063,Shenzhen,Hard,32,I,,20150105,4,201329,,,Vera Zvonareva,R,172,RUS,30.328,250,180,201397,3,,Shuai Peng,R,173,CHN,28.992,22,1855,4-6 6-4 6-3,3,R32,144,7,4,97,65,41,16,,3,7,2,2,105,74,44,14,,6,12
2015-1063,Shenzhen,Hard,32,I,,20150105,5,211701,,,Katerina Siniakova,R,174,CZE,18.656,83,650,201593,6,,Irina Camelia Begu,R,181,ROU,24.362,40,1201,6-7(5) 6-4 6-1,3,R32,128,3,6,96,52,37,25,,5,7,3,2,95,65,40,11,,4,10
2015-1063,Shenzhen,Hard,32,I,,20150105,6,202702,,,Tereza Smitkova,R,176,CZE,20.239,69,753,201501,,Q,Olga Govortsova,R,182,BLR,26.369,149,365,3-6 6-3 6-3,3,R32,120,10,5,97,56,37,20,,10,13,3,2,95,67,40,11,,5,10
2015-1063,Shenzhen,Hard,32,I,,20150105,7,201587,,,Bojana Jovanovski,R,175,SRB,23.015,56,911,201640,,,Maria Teresa Torro Flor,R,173,ESP,22.678,86,631,6-2 6-7(4) 6-3,3,R32,133,4,8,97,58,42,14,,6,11,4,8,117,80,44,9,,6,15
2015-1063,Shenzhen,Hard,32,I,,20150105,8,201520,2,,Petra Kvitova,L,183,CZE,24.830,4,5966,202504,,WC,Ying Ying Duan,R,186,CHN,25.509,117,475,6-3 6-1,3,R32,60,5,0,41,23,19,13,,0,0,1,3,56,33,20,9,,8,12
2015-1063,Shenzhen,Hard,32,I,,20150105,9,212001,,WC,Natalia Vikhlyantseva,R,185,RUS,17.884,584,36,204431,,,Anna Lena Friedsam,R,,GER,20.926,93,601,2-6 6-3 6-3,3,R32,101,8,4,84,48,33,15,,4,8,2,6,85,51,34,12,,2,7
2015-1063,Shenzhen,Hard,32,I,,20150105,10,202434,,Q,Aleksandra Krunic,R,163,SRB,21.810,84,640,202684,,Q,Lin Zhu,R,173,CHN,20.937,132,418,6-4 7-6(4),3,R32,95,5,2,74,39,33,21,,0,1,3,2,72,44,31,14,,1,3
2015-1063,Shenzhen,Hard,32,I,,20150105,11,203533,,,Anna Karolina Schmiedlova,R,176,SVK,20.313,73,715,201344,5,,Klara Koukalova,R,166,CZE,32.863,39,1215,6-3 4-6 7-6(5),3,R32,145,5,8,101,67,39,16,,5,12,0,4,105,58,30,24,,3,10
2015-1063,Shenzhen,Hard,32,I,,20150105,12,201610,4,,Zarina Diyas,R,172,KAZ,21.216,32,1371,202499,,,Donna Vekic,R,179,CRO,18.522,81,655,6-3 6-1,3,R32,55,1,1,42,34,24,4,,1,3,1,4,48,27,10,8,,0,6
2015-1063,Shenzhen,Hard,32,I,,20150105,13,201693,,,Timea Babos,R,179,HUN,21.657,96,587,202492,,,Qiang Wang,R,172,CHN,22.977,101,573,6-7(4) 6-1 6-4,3,R32,132,7,3,102,68,48,20,,6,6,4,9,93,50,35,21,,5,9
2015-1063,Shenzhen,Hard,32,I,,20150105,14,202453,,,Saisai Zheng,R,170,CHN,20.915,97,581,201567,,,Alexandra Dulgheru,R,172,ROU,25.602,82,652,7-5 5-7 6-1,3,R32,155,1,5,92,57,34,20,,7,13,1,5,111,76,37,17,,10,18
2015-1063,Shenzhen,Hard,32,I,,20150105,15,201555,,,Polona Hercog,R,182,SLO,23.959,94,600,201512,7,,Monica Niculescu,R,168,ROU,27.281,46,1070,6-1 7-5,3,R32,88,3,2,63,41,28,12,,2,4,0,1,60,51,26,4,,6,11
2015-1063,Shenzhen,Hard,32,I,,20150105,16,201490,8,,Timea Bacsinszky,R,170,SUI,25.578,47,1048,201527,,,Stefanie Voegele,R,170,SUI,24.825,89,610,6-1 4-6 6-4,3,R32,120,3,2,67,44,28,12,,1,5,1,5,105,61,31,23,,14,21
2015-1063,Shenzhen,Hard,32,I,,20150105,17,201594,1,,Simona Halep,R,168,ROU,23.275,3,6292,212001,,WC,Natalia Vikhlyantseva,R,185,RUS,17.884,584,36,6-2 6-2,3,R16,61,3,2,51,35,24,9,,5,6,1,5,56,29,19,7,,5,10
2015-1063,Shenzhen,Hard,32,I,,20150105,18,202434,,Q,Aleksandra Krunic,R,163,SRB,21.810,84,640,203533,,,Anna Karolina Schmiedlova,R,176,SVK,20.313,73,715,3-6 7-6(1) 6-1,3,R16,137,4,4,97,57,31,17,,5,12,1,9,109,66,37,14,,7,16
2015-1063,Shenzhen,Hard,32,I,,20150105,19,201610,4,,Zarina Diyas,R,172,KAZ,21.216,32,1371,201693,,,Timea Babos,R,179,HUN,21.657,96,587,6-3 6-4,3,R16,96,5,2,54,41,28,6,,3,5,6,4,86,49,29,16,,7,12
2015-1063,Shenzhen,Hard,32,I,,20150105,20,202453,,,Saisai Zheng,R,170,CHN,20.915,97,581,201555,,,Polona Hercog,R,182,SLO,23.959,94,600,6-3 2-6 6-2,3,R16,118,1,0,73,50,33,13,,5,8,3,1,79,56,30,12,,4,9
2015-1063,Shenzhen,Hard,32,I,,20150105,21,201490,8,,Timea Bacsinszky,R,170,SUI,25.578,47,1048,201498,,,Karin Knapp,R,180,ITA,27.524,53,985,7-5 6-2,3,R16,112,1,3,70,43,26,15,,3,6,0,3,80,53,30,7,,6,12
