tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
1993-800,Brisbane,Hard,56,T3,,19930104,1,200658,,,Fang Li,R,166,CHN,20.009,120,10,200682,,,Joannette Kruger,R,179,RSA,19.338,98,12,7-5 1-6 6-4,3,R64,,,,,,,,,,,,,,,,,,,
1993-800,Brisbane,Hard,56,T3,,19930104,2,200578,,,Rennae Stubbs,R,178,AUS,21.780,84,13,200586,14,,Federica Bonsignori,,,ITA,25.126,63,17,6-2 3-6 6-3,3,R64,,,,,,,,,,,,,,,,,,,
1993-800,Brisbane,Hard,56,T3,,19930104,3,200647,,,Noelle Van Lottum,,170,FRA,20.482,69,16,200659,,Q,Rika Hiraki,R,157,JPN,21.082,119,10,6-4 7-6,3,R64,,,,,,,,,,,,,,,,,,,
1993-800,Brisbane,Hard,56,T3,,19930104,4,200039,,,Chanda Rubin,R,168,USA,16.879,82,13,200689,,,Tessa Price,,,RSA,25.783,110,10,6-2 6-4,3,R64,,,,,,,,,,,,,,,,,,,
1993-800,Brisbane,Hard,56,T3,,19930104,5,200584,,,Laura Golarsa,R,165,ITA,25.107,123,9,200692,,Q,Marzia Grossi,,,ITA,22.341,174,6,6-7 6-2 6-2,3,R64,,,,,,,,,,,,,,,,,,,
1993-800,Brisbane,Hard,56,T3,,19930104,6,200660,,,Kimberly Po Messerli,R,157,USA,21.211,67,16,200615,,WC,Kristin Godridge,,,HKG,19.907,140,8,6-4 6-3,3,R64,,,,,,,,,,,,,,,,,,,
1993-800,Brisbane,Hard,56,T3,,19930104,7,200026,11,,Florencia Labat,L,170,ARG,21.566,51,22,200687,,,Katarzyna Nowak,,173,POL,23.976,115,10,6-2 6-3,3,R64,,,,,,,,,,,,,,,,,,,
1993-800,Brisbane,Hard,56,T3,,19930104,8,200684,13,,Shi Ting Wang,R,171,TPE,19.212,52,21,200029,,WC,Lisa Mcshea,R,174,AUS,18.185,,,3-6 6-0 6-1,3,R64,,,,,,,,,,,,,,,,,,,
1993-800,Brisbane,Hard,56,T3,,19930104,9,200057,,,Erika De Lone,R,,USA,20.225,176,6,200058,,LL,Anna Foldenyi Dicker,R,165,HUN,18.371,129,9,6-4 4-6 6-3,3,R64,,,,,,,,,,,,,,,,,,,
1993-800,Brisbane,Hard,56,T3,,19930104,10,200028,,Q,Maureen Drake,R,175,CAN,21.794,184,5,200442,,,Andrea Temesvari,R,182,HUN,26.695,93,12,5-7 7-5 6-3,3,R64,,,,,,,,,,,,,,,,,,,
1993-800,Brisbane,Hard,56,T3,,19930104,11,200667,,,Ines Gorrochategui,R,169,ARG,19.562,89,13,200606,,,Nana Smith,R,163,JPN,21.739,117,10,6-4 6-0,3,R64,,,,,,,,,,,,,,,,,,,
1993-800,Brisbane,Hard,56,T3,,19930104,12,200089,,LL,Miriam Oremans,R,169,NED,20.321,138,8,200080,,,Dominique Monami,R,170,BEL,19.598,90,12,6-1 6-1,3,R64,,,,,,,,,,,,,,,,,,,
1993-800,Brisbane,Hard,56,T3,,19930104,13,200678,,,Gloria Pizzichini,R,163,ITA,17.451,88,13,200675,,,Eugenia Maniokova,R,178,RUS,24.636,86,13,6-1 6-2,3,R64,,,,,,,,,,,,,,,,,,,
1993-800,Brisbane,Hard,56,T3,,19930104,14,200036,,Q,Nicole Pratt,R,163,AUS,19.836,220,4,200669,10,,Debbie Graham,R,183,USA,22.363,57,18,6-4 6-4,3,R64,,,,,,,,,,,,,,,,,,,
1993-800,Brisbane,Hard,56,T3,,19930104,15,200128,,Q,Lindsay Davenport,R,189,USA,16.575,162,6,200663,16,,Nanne Dahlman,,163,FIN,22.328,60,17,6-0 7-5,3,R64,,,,,,,,,,,,,,,,,,,
1993-800,Brisbane,Hard,56,T3,,19930104,16,200542,,Q,Clare Wood,R,,GBR,24.827,175,6,200560,,,Rene Simpson,L,165,CAN,26.974,128,9,6-3 7-6,3,R64,,,,,,,,,,,,,,,,,,,
1993-800,Brisbane,Hard,56,T3,,19930104,17,200522,,,Nicole Jagerman,R,179,NED,25.454,103,11,200480,,,Claudia Porwik,,,GER,24.140,97,12,6-1 7-5,3,R64,,,,,,,,,,,,,,,,,,,
1993-800,Brisbane,Hard,56,T3,,19930104,18,200662,,WC,Joanne Limmer,R,,AUS,18.771,170,6,200357,9,,Rosalyn Fairbank,R,173,USA,32.173,46,24,7-6 1-6 6-4,3,R64,,,,,,,,,,,,,,,,,,,
1993-800,Brisbane,Hard,56,T3,,19930104,19,200016,,,Sandrine Testud,R,176,FRA,20.756,104,11,200021,12,,Alexia Dechaume Balleret,R,,FRA,22.675,50,22,6-4 6-4,3,R64,,,,,,,,,,,,,,,,,,,
1993-800,Brisbane,Hard,56,T3,,19930104,20,200013,,Q,Angelica Gavaldon,R,,MEX,19.256,145,7,200473,,,Beverly Bowes,R,,USA,27.322,114,10,6-2 6-1,3,R64,,,,,,,,,,,,,,,,,,,
1993-800,Brisbane,Hard,56,T3,,19930104,21,200638,,,Stephanie Rottier,,,NED,18.952,91,12,200691,,,Flora Perfetti,R,159,ITA,23.932,107,11,7-5 6-3,3,R64,,,,,,,,,,,,,,,,,,,
1993-800,Brisbane,Hard,56,T3,,19930104,22,200498,,Q,Michelle Jaggard Lai,R,146,AUS,23.666,150,7,200439,,,Jenny Byrne,,,AUS,25.860,75,14,6-4 7-5,3,R64,,,,,,,,,,,,,,,,,,,
1993-800,Brisbane,Hard,56,T3,,19930104,23,200623,,,Petra Thoren,,,FIN,23.409,109,11,200566,,,Donna Faber,,,USA,21.504,116,10,7-6 6-1,3,R64,,,,,,,,,,,,,,,,,,,
1993-800,Brisbane,Hard,56,T3,,19930104,24,200681,,,Natalia Baudone,,,ITA,20.482,100,12,200006,15,,Karina Habsudova,R,170,SVK,19.425,65,17,3-6 6-2 6-3,3,R64,,,,,,,,,,,,,,,,,,,
1993-800,Brisbane,Hard,56,T3,,19930104,25,200049,1,,Conchita Martinez,R,170,ESP,20.720,8,96,200658,,,Fang Li,R,166,CHN,20.009,120,10,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,
1993-800,Brisbane,Hard,56,T3,,19930104,26,200089,,LL,Miriam Oremans,R,169,NED,20.321,138,8,200662,,WC,Joanne Limmer,R,,AUS,18.771,170,6,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1993-800,Brisbane,Hard,56,T3,,19930104,27,200013,,Q,Angelica Gavaldon,R,,MEX,19.256,145,7,200016,,,Sandrine Testud,R,176,FRA,20.756,104,11,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1993-800,Brisbane,Hard,56,T3,,19930104,28,200638,,,Stephanie Rottier,,,NED,18.952,91,12,200632,6,,Andrea Strnadova,,175,CZE,20.605,35,32,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1993-800,Brisbane,Hard,56,T3,,19930104,29,200498,,Q,Michelle Jaggard Lai,R,146,AUS,23.666,150,7,200037,3,,Sabine Appelmans,L,168,BEL,20.704,26,40,7-6 1-6 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1993-800,Brisbane,Hard,56,T3,,19930104,30,200681,,,Natalia Baudone,,,ITA,20.482,100,12,200623,,,Petra Thoren,,,FIN,23.409,109,11,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,
