tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2003-1066,Gold Coast,Hard,30,T3,,20021230,1,201212,,,Francesca Schiavone,R,166,ITA,22.519,41,847,200066,,,Cristina Torrens Valero,R,171,ESP,28.299,79,472,7-5 2-1 RET,3,R32,,,,,,,,,,,,,,,,,,,
2003-1066,Gold Coast,Hard,30,T3,,20021230,2,200069,,Q,Nadia Petrova,R,178,RUS,20.562,112,317,200094,,,Barbara Rittner,R,173,GER,29.682,66,551,6-3 1-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,
2003-1066,Gold Coast,Hard,30,T3,,20021230,3,200764,4,,Elena Bovina,R,189,RUS,19.809,26,1137,201320,,WC,Svetlana Kuznetsova,R,174,RUS,17.509,43,818,7-5 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2003-1066,Gold Coast,Hard,30,T3,,20021230,4,200032,8,,Barbara Schett,R,176,AUT,26.807,40,860,200056,,,Jelena Kostanic Tosic,L,168,CRO,21.484,70,513,6-2 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2003-1066,Gold Coast,Hard,30,T3,,20021230,5,200042,,,Els Callens,R,178,BEL,32.362,67,521,201297,,,Maja Matevzic,L,175,SLO,22.547,51,696,6-1 7-5,3,R32,,,,,,,,,,,,,,,,,,,
2003-1066,Gold Coast,Hard,30,T3,,20021230,6,200036,,,Nicole Pratt,R,163,AUS,29.821,48,714,200084,,,Asa Carlsson,R,178,SWE,27.541,78,480,4-6 6-2 6-1,3,R32,,,,,,,,,,,,,,,,,,,
2003-1066,Gold Coast,Hard,30,T3,,20021230,7,200111,,Q,Lina Krasnoroutskaya,R,174,RUS,18.670,160,197,200110,,,Fabiola Zuluaga,R,172,COL,23.979,75,497,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,
2003-1066,Gold Coast,Hard,30,T3,,20021230,8,200046,6,,Meghann Shaughnessy,R,180,USA,23.716,30,1046,201335,,,Myriam Casanova,R,172,SUI,17.528,54,665,6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,
2003-1066,Gold Coast,Hard,30,T3,,20021230,9,200035,,Q,Maria Sanchez Lorenzo,R,171,ESP,25.145,111,317,200085,3,,Ai Sugiyama,R,163,JPN,27.489,24,1173,7-6(6) 3-6 7-5,3,R32,,,,,,,,,,,,,,,,,,,
2003-1066,Gold Coast,Hard,30,T3,,20021230,10,200104,,,Emilie Loit,L,167,FRA,23.560,58,619,200122,,,Tina Pisnik,R,172,SLO,21.859,47,715,6-0 7-6(0),3,R32,,,,,,,,,,,,,,,,,,,
