tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2025-2084,United Cup,Hard,18,A,,20241230,1,211107,,,Katie Boulter,R,180,GBR,28.414,24,1931,216265,,,Olivia Gadecki,R,,AUS,22.686,97,781,6-2 6-1,3,RR,70,4,1,43,32,25,5,7,1,1,1,4,51,24,13,10,8,5,10
2025-2084,United Cup,Hard,18,A,,20241230,2,211107,,,Katie Boulter,R,180,GBR,28.414,24,1931,206408,,,Nadia Podoroska,R,170,ARG,27.886,100,767,6-2 6-3,3,RR,86,7,5,65,36,29,14,9,1,2,1,4,51,33,22,4,8,7,11
2025-2084,United Cup,Hard,18,A,,20241230,3,206408,,,Nadia Podoroska,R,170,ARG,27.886,100,767,216265,,,Olivia Gadecki,R,,AUS,22.686,97,781,6-2 6-4,3,RR,88,1,2,50,36,23,9,9,1,3,1,5,68,45,26,6,9,12,17
2025-2084,United Cup,Hard,18,A,,20241230,4,214386,,,Xinyu Gao,R,175,CHN,27.108,175,408,201696,,,Laura Siegemund,R,168,GER,36.825,80,851,6-1 3-6 6-3,3,RR,137,3,1,90,61,36,14,13,5,9,2,0,70,55,30,8,12,6,12
2025-2084,United Cup,Hard,18,A,,20241230,5,201696,,,Laura Siegemund,R,168,GER,36.825,80,851,206242,,,Beatriz Haddad Maia,L,185,BRA,28.586,17,2554,6-3 1-6 6-4,3,RR,153,1,2,77,54,34,10,13,2,7,4,7,103,69,41,14,13,13,18
2025-2084,United Cup,Hard,18,A,,20241230,6,214386,,,Xinyu Gao,R,175,CHN,27.108,175,408,206242,,,Beatriz Haddad Maia,L,185,BRA,28.586,17,2554,5-7 6-4 7-5,3,RR,202,2,5,104,61,42,25,17,2,5,5,8,104,67,48,14,17,6,10
2025-2084,United Cup,Hard,18,A,,20241230,7,211148,,,Jasmine Paolini,R,160,ITA,28.989,4,5344,203564,,,Chloe Paquet,R,179,FRA,30.500,123,593,6-0 6-2,3,RR,60,2,2,46,32,23,9,7,1,1,1,3,41,25,11,6,7,0,5
2025-2084,United Cup,Hard,18,A,,20241230,8,211148,,,Jasmine Paolini,R,160,ITA,28.989,4,5344,202505,,,Belinda Bencic,R,175,SUI,27.809,489,106,6-1 6-1,3,RR,58,0,6,39,22,16,7,7,1,3,2,1,44,23,9,3,7,3,10
2025-2084,United Cup,Hard,18,A,,20241230,9,202505,,,Belinda Bencic,R,175,SUI,27.809,489,106,203564,,,Chloe Paquet,R,179,FRA,30.500,123,593,6-3 6-1,3,RR,87,0,3,56,36,25,11,8,5,6,4,1,54,31,17,6,8,6,11
2025-2084,United Cup,Hard,18,A,,20241230,10,214981,,,Elena Rybakina,R,184,KAZ,25.539,6,5171,206289,,,Maria Sakkari,R,172,GRE,29.435,32,1743,6-4 6-3,3,RR,83,7,6,63,40,29,13,10,3,4,1,2,58,33,21,11,9,5,8
2025-2084,United Cup,Hard,18,A,,20241230,11,222601,,,Jessica Bouzas Maneiro,R,168,ESP,22.267,54,1046,206289,,,Maria Sakkari,R,172,GRE,29.435,32,1743,6-2 6-1,3,RR,72,1,0,38,21,16,8,7,0,2,4,4,53,24,10,9,8,6,13
2025-2084,United Cup,Hard,18,A,,20241230,12,214981,,,Elena Rybakina,R,184,KAZ,25.539,6,5171,222601,,,Jessica Bouzas Maneiro,R,168,ESP,22.267,54,1046,6-2 6-3,3,RR,78,0,4,62,39,27,15,9,9,10,0,0,46,22,13,7,8,1,5
2025-2084,United Cup,Hard,18,A,,20241230,13,216347,,,Iga Swiatek,R,176,POL,23.584,2,8295,214096,,,Karolina Muchova,R,178,CZE,28.359,22,1971,6-3 6-4,3,RR,116,2,4,83,55,34,14,8,5,7,1,3,64,40,22,11,9,0,4
2025-2084,United Cup,Hard,18,A,,20241230,14,216347,,,Iga Swiatek,R,176,POL,23.584,2,8295,214935,,,Malene Helgo,,173,NOR,25.348,404,146,6-1 6-0,3,RR,62,3,3,36,24,21,7,7,0,0,3,3,47,28,14,4,6,7,12
2025-2084,United Cup,Hard,18,A,,20241230,15,214096,,,Karolina Muchova,R,178,CZE,28.359,22,1971,214935,,,Malene Helgo,,173,NOR,25.348,404,146,6-2 6-2,3,RR,77,4,3,50,30,23,10,8,0,1,1,2,55,32,16,9,8,5,10
2025-2084,United Cup,Hard,18,A,,20241230,16,221103,,,Coco Gauff,R,175,USA,20.800,3,6530,202499,,,Donna Vekic,R,179,CRO,28.507,19,2258,6-4 6-2,3,RR,89,4,4,54,36,28,9,9,0,1,3,2,60,32,21,10,9,2,6
2025-2084,United Cup,Hard,18,A,,20241230,17,221103,,,Coco Gauff,R,175,USA,20.800,3,6530,220367,,,Leylah Fernandez,L,168,CAN,22.317,31,1755,6-3 6-2,3,RR,96,1,1,54,31,27,10,8,2,2,3,0,74,48,27,10,9,2,6
2025-2084,United Cup,Hard,18,A,,20241230,18,220367,,,Leylah Fernandez,L,168,CAN,22.317,31,1755,202499,,,Donna Vekic,R,179,CRO,28.507,19,2258,6-4 6-3,3,RR,85,4,2,51,32,26,14,10,0,0,2,6,53,31,23,11,9,6,8
2025-2084,United Cup,Hard,18,A,,20241230,19,214096,,,Karolina Muchova,R,178,CZE,28.359,22,1971,211148,,,Jasmine Paolini,R,160,ITA,28.989,4,5344,6-2 6-2,3,QF,102,7,2,76,49,32,15,8,10,10,2,0,64,40,23,9,8,5,9
2025-2084,United Cup,Hard,18,A,,20241230,20,214981,,,Elena Rybakina,R,184,KAZ,25.539,6,5171,201696,,,Laura Siegemund,R,168,GER,36.825,80,851,6-3 6-1,3,QF,65,6,1,45,33,26,8,8,2,2,1,0,42,27,13,9,8,3,7
2025-2084,United Cup,Hard,18,A,,20241230,21,216347,,,Iga Swiatek,R,176,POL,23.584,2,8295,211107,,,Katie Boulter,R,180,GBR,28.414,24,1931,6-7 6-1 6-4,3,QF,177,4,6,102,70,49,13,14,5,7,2,3,103,55,35,19,15,4,10
2025-2084,United Cup,Hard,18,A,,20241230,22,221103,,,Coco Gauff,R,175,USA,20.800,3,6530,201533,,,Shuai Zhang,R,177,CHN,35.941,844,24,7-6(4) 6-2,3,QF,94,5,9,84,51,33,12,10,5,9,2,1,61,41,19,10,10,3,9
2025-2084,United Cup,Hard,18,A,,20241230,23,216347,,,Iga Swiatek,R,176,POL,23.584,2,8295,214981,,,Elena Rybakina,R,184,KAZ,25.539,6,5171,7-6(5) 6-4,3,SF,124,2,1,72,49,33,14,11,1,2,3,1,85,57,35,15,11,7,9
2025-2084,United Cup,Hard,18,A,,20241230,24,221103,,,Coco Gauff,R,175,USA,20.800,3,6530,214096,,,Karolina Muchova,R,178,CZE,28.359,22,1971,6-1 6-4,3,SF,86,8,1,68,49,37,6,9,8,9,4,2,54,32,14,12,8,4,8
2025-2084,United Cup,Hard,18,A,,20241230,25,221103,,,Coco Gauff,R,175,USA,20.800,3,6530,216347,,,Iga Swiatek,R,176,POL,23.584,2,8295,6-4 6-4,3,F,112,4,5,53,34,25,8,10,0,3,4,0,77,47,26,14,10,3,8
2025-800,Brisbane,Hard,48,500,,20241230,1,221236,,Q,Polina Kudermetova,R,170,RUS,21.575,107,701,216133,,,Xinyu Wang,R,182,CHN,23.261,37,1418,6-1 6-3,3,R64,71,5,6,49,28,22,8,8,3,5,3,2,49,28,11,10,8,3,9
2025-800,Brisbane,Hard,48,500,,20241230,2,214040,,WC,Kimberly Birrell,R,170,AUS,26.673,113,654,211880,,Q,Priscilla Hon,R,171,AUS,26.643,167,427,3-6 7-5 6-2,3,R64,128,3,7,74,51,33,10,14,1,6,7,6,89,53,32,12,15,5,12
2025-800,Brisbane,Hard,48,500,,20241230,3,215713,,,Anastasia Potapova,R,175,RUS,23.754,35,1482,202536,,Q,Ana Bogdan,R,171,ROU,32.096,114,653,2-6 6-4 2-0 RET,3,R64,149,5,2,69,33,22,14,11,3,8,3,1,99,64,33,15,10,10,15
2025-800,Brisbane,Hard,48,500,,20241230,4,206294,,,Yue Yuan,R,184,CHN,26.265,49,1082,201551,,,Arantxa Rus,L,180,NED,34.049,76,871,6-2 6-4,3,R64,77,1,1,52,34,27,13,9,3,3,0,3,51,37,23,6,9,2,5
2025-800,Brisbane,Hard,48,500,,20241230,5,211843,,,Anhelina Kalinina,R,179,UKR,27.894,55,1030,206374,,,Yafan Wang,R,170,CHN,30.670,61,983,6-4 2-0 RET,3,R64,62,0,2,29,19,12,5,6,1,3,2,1,46,30,15,6,6,4,8
2025-800,Brisbane,Hard,48,500,,20241230,6,220548,,,Peyton Stearns,R,180,USA,23.228,47,1139,206368,,,Veronika Kudermetova,R,175,RUS,27.686,72,888,6-2 6-3,3,R64,90,2,2,66,38,26,17,8,4,4,5,9,51,38,22,4,9,2,6
