tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2005-1066,Gold Coast,Hard,32,T3,,20050103,1,200069,1,,Nadia Petrova,R,178,RUS,22.574,12,2022,201386,,,Jie Zheng,R,164,CHN,21.501,79,457,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,
2005-1066,Gold Coast,Hard,32,T3,,20050103,2,201301,,Q,Camille Pin,R,162,FRA,23.360,117,314,200090,,,Anca Barna,L,175,GER,27.642,84,425,6-2 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2005-1066,Gold Coast,Hard,32,T3,,20050103,3,201364,,,Tatiana Golovin,R,175,FRA,16.942,27,1126,201459,,Q,Zi Yan,R,171,CHN,20.143,296,84,6-1 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2005-1066,Gold Coast,Hard,32,T3,,20050103,4,201336,,,Dinara Safina,R,185,RUS,18.689,44,756,200085,3,,Ai Sugiyama,R,163,JPN,29.501,17,1469,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2005-1066,Gold Coast,Hard,32,T3,,20050103,5,200048,7,,Elena Likhovtseva,R,174,RUS,29.323,24,1270,200104,,,Emilie Loit,L,167,FRA,25.572,45,748,4-6 7-6(5) 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2005-1066,Gold Coast,Hard,32,T3,,20050103,6,201402,,Q,Sesil Karatantcheva,R,171,KAZ,15.406,133,262,201308,,,Maria Elena Camerin,R,164,ITA,22.790,43,760,6-2 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2005-1066,Gold Coast,Hard,32,T3,,20050103,7,201376,,Q,Angela Haynes,L,173,USA,20.269,136,252,200770,,LL,Stephanie Cohen Aloro,R,175,FRA,21.799,112,330,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,
2005-1066,Gold Coast,Hard,32,T3,,20050103,8,200067,2,,Patty Schnyder,L,168,SUI,26.057,14,1638,200043,,,Virginie Razzano,R,173,FRA,21.649,60,561,6-2 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2005-1066,Gold Coast,Hard,32,T3,,20050103,9,201419,,,Na Li,R,172,CHN,22.853,78,463,200060,,,Tathiana Garbin,R,172,ITA,27.513,58,583,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,
2005-1066,Gold Coast,Hard,32,T3,,20050103,10,200044,,,Denisa Chladkova,R,174,CZE,25.903,54,629,201392,,,Severine Beltrame,R,171,FRA,25.391,98,375,4-6 6-4 7-5,3,R32,,,,,,,,,,,,,,,,,,,
2005-1066,Gold Coast,Hard,32,T3,,20050103,11,200700,5,,Silvia Farina Elia,R,172,ITA,32.688,20,1334,200773,,,Stephanie Foretz Gacon,R,166,FRA,23.672,92,396,6-3 7-5,3,R32,,,,,,,,,,,,,,,,,,,
2005-1066,Gold Coast,Hard,32,T3,,20050103,12,201325,,,Samantha Stosur,R,172,AUS,20.764,65,516,201368,4,,Karolina Sprem,R,174,CRO,20.192,18,1451,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2005-1066,Gold Coast,Hard,32,T3,,20050103,13,201331,,,Iveta Benesova,L,170,CZE,21.922,36,814,201415,,WC,Tiffany Welford,R,168,AUS,19.729,278,92,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,
