tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2011-800,Brisbane,Hard,32,I,,20110103,1,201325,1,,Samantha Stosur,R,172,AUS,26.763,6,4982,201556,,Q,Lucie Hradecka,R,177,CZE,25.621,110,636,7-6(1) 6-1,3,R32,,8,2,56,27,23,14,,2,4,7,2,71,34,21,15,,4,9
2011-800,Brisbane,Hard,32,I,,20110103,2,201495,,,Dominika Cibulkova,R,161,SVK,21.662,31,1905,201506,,,Sara Errani,R,164,ITA,23.683,43,1460,6-3 6-0,3,R32,,4,3,42,25,22,5,,1,3,2,2,41,22,9,5,,2,8
2011-800,Brisbane,Hard,32,I,,20110103,3,201584,,LL,Ksenia Pervak,L,170,KAZ,19.606,97,691,201403,,,Anna Chakvetadze,R,172,RUS,23.833,56,1058,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2011-800,Brisbane,Hard,32,I,,20110103,4,201520,,,Petra Kvitova,L,183,CZE,20.825,34,1748,200069,3,,Nadia Petrova,R,178,RUS,28.573,15,2702,7-6(3) 6-3,3,R32,,2,5,69,40,34,14,,0,1,5,4,75,48,33,11,,4,6
2011-800,Brisbane,Hard,32,I,,20110103,5,201499,5,,Anastasia Pavlyuchenkova,R,177,RUS,19.505,21,2525,201485,,,Alla Kudryavtseva,R,178,RUS,23.168,60,1006,6-2 6-7(5) 6-3,3,R32,,6,12,90,44,37,22,,1,4,2,3,83,46,27,19,,2,8
2011-800,Brisbane,Hard,32,I,,20110103,6,201587,,,Bojana Jovanovski,R,175,SRB,19.009,76,839,201370,,,Anastasia Rodionova,R,167,AUS,28.647,64,975,2-6 6-2 6-3,3,R32,,3,2,94,56,35,19,,6,9,1,5,97,60,40,14,,6,11
2011-800,Brisbane,Hard,32,I,,20110103,7,201425,,,Lucie Safarova,L,177,CZE,23.913,33,1780,201454,,,Akgul Amanmuradova,R,190,UZB,26.530,70,893,6-3 3-6 6-2,3,R32,,6,7,85,51,38,15,,4,7,3,2,72,50,32,11,,1,6
2011-800,Brisbane,Hard,32,I,,20110103,8,201424,2,,Shahar Peer,R,170,ISR,23.677,13,3365,201388,,WC,Sophie Ferguson,R,177,AUS,24.794,122,565,6-4 6-2,3,R32,,2,3,67,43,29,10,,3,5,0,5,58,34,20,9,,2,7
2011-800,Brisbane,Hard,32,I,,20110103,9,201457,,,Jarmila Gajdosova,R,174,AUS,23.691,42,1492,201367,,,Arantxa Parra Santonja,R,176,ESP,28.151,65,972,6-2 7-5,3,R32,,,,,,,,,,,,,,,,,,,
2011-800,Brisbane,Hard,32,I,,20110103,10,200120,,WC,Jelena Dokic,R,175,AUS,27.730,138,485,201532,,Q,Anastasia Pivovarova,R,181,RUS,20.551,124,549,6-4 6-3,3,R32,,2,10,70,43,34,5,,5,8,0,11,60,27,13,13,,5,11
2011-800,Brisbane,Hard,32,I,,20110103,11,201492,,,Andrea Petkovic,R,180,GER,23.319,32,1820,201567,8,,Alexandra Dulgheru,R,172,ROU,21.597,29,2000,6-3 6-0,3,R32,,2,0,41,26,22,11,,0,0,0,2,54,33,21,5,,8,12
2011-800,Brisbane,Hard,32,I,,20110103,12,201294,4,,Marion Bartoli,R,170,FRA,26.254,16,2645,201447,,Q,Vania King,R,165,USA,21.838,86,765,6-1 6-2,3,R32,,7,2,36,24,20,6,,1,2,0,1,46,32,12,4,,3,9
2011-800,Brisbane,Hard,32,I,,20110103,13,201331,,,Iveta Benesova,L,170,CZE,27.921,59,1015,201555,,,Polona Hercog,R,182,SLO,19.954,47,1275,6-2 7-5,3,R32,,,,,,,,,,,,,,,,,,,
2011-800,Brisbane,Hard,32,I,,20110103,14,201366,,,Barbora Strycova,R,164,CZE,24.770,67,910,201588,,Q,Anna Tatishvili,R,171,GEO,20.915,134,502,7-5 6-2,3,R32,,5,1,56,31,26,15,,1,1,0,3,63,46,27,10,,5,8
2011-800,Brisbane,Hard,32,I,,20110103,15,201607,,WC,Sally Peers,R,162,AUS,19.592,154,378,201515,7,,Alisa Kleybanova,R,181,RUS,21.471,25,2250,3-6 6-4 6-3,3,R32,,4,6,88,57,34,14,,4,9,10,6,97,46,32,21,,5,11
2011-800,Brisbane,Hard,32,I,,20110103,16,201311,,,Roberta Vinci,R,163,ITA,27.875,38,1590,201539,,LL,Christina Mchale,R,170,USA,18.648,109,642,6-2 7-6(2),3,R32,,4,2,67,39,33,18,,4,4,2,1,62,40,27,13,,2,4
2011-800,Brisbane,Hard,32,I,,20110103,17,201457,,,Jarmila Gajdosova,R,174,AUS,23.691,42,1492,201325,1,,Samantha Stosur,R,172,AUS,26.763,6,4982,6-2 6-4,3,R16,,,,,,,,,,,,,,,,,,,
2011-800,Brisbane,Hard,32,I,,20110103,18,201492,,,Andrea Petkovic,R,180,GER,23.319,32,1820,200120,,WC,Jelena Dokic,R,175,AUS,27.730,138,485,6-0 6-1,3,R16,,3,2,37,21,15,10,,0,1,1,6,32,19,6,2,,4,10
2011-800,Brisbane,Hard,32,I,,20110103,19,201294,4,,Marion Bartoli,R,170,FRA,26.254,16,2645,201331,,,Iveta Benesova,L,170,CZE,27.921,59,1015,6-1 3-6 6-0,3,R16,,,,,,,,,,,,,,,,,,,
